circuit,protocol,iters,train_size,test_size,pval,data_time,d_tree_time,bias_sharing,bias_and,accidental_secret,accidental_gate
adder_4.txt,beaver,128,128,64,1.0,1.26,1.18,0,0,0,2
adder_4.txt,beaver,128,256,128,1.0,2.36,1.41,0,0,0,2
adder_4.txt,beaver,128,256,128,1.0,2.42,1.44,0,0,0,2
adder_4.txt,beaver,128,256,128,1.0,2.35,1.35,0,0,0,2
adder_4.txt,beaver,128,512,256,1.0,4.75,2.74,0,0,0,2
adder_4.txt,beaver,128,512,256,1.0,4.5,1.98,0,0,0,2
adder_4.txt,beaver,128,512,256,1.0,4.57,2.77,0,0,0,2
adder_4.txt,beaver,64,128,64,0.9999999999975729,0.67,0.81,0,0,0,3
adder_4.txt,beaver,64,128,64,0.9999999999980314,0.63,0.82,0,0,0,3
adder_4.txt,beaver,64,128,64,0.9999999999977267,0.64,0.83,0,0,0,3
adder_4.txt,beaver,64,256,128,0.9999999999982849,1.24,0.96,0,0,0,3
adder_4.txt,beaver,64,256,128,0.9999999999982014,1.25,0.96,0,0,0,3
adder_4.txt,beaver,64,256,128,0.999999999998218,1.28,0.91,0,0,0,3
adder_4.txt,beaver,64,512,256,0.9999999999982826,2.23,1.18,0,0,0,3
adder_4.txt,beaver,64,512,256,0.9999999999982847,2.37,1.19,0,0,0,3
adder_4.txt,beaver,64,512,256,0.9999999999982838,2.35,1.23,0,0,0,3
adder_4.txt,beaver,128,128,64,1.0,1.19,1.18,0,0,0,3
adder_4.txt,beaver,128,128,64,1.0,1.25,1.2,0,0,0,3
adder_4.txt,beaver,128,128,64,1.0,1.28,1.1,0,0,0,3
adder_4.txt,beaver,128,256,128,1.0,2.34,1.44,0,0,0,3
adder_4.txt,beaver,128,256,128,1.0,2.37,1.4,0,0,0,3
adder_4.txt,beaver,128,256,128,1.0,2.43,1.43,0,0,0,3
adder_4.txt,beaver,128,512,256,1.0,4.63,1.87,0,0,0,3
adder_4.txt,beaver,128,512,256,1.0,4.58,1.96,0,0,0,3
adder_4.txt,beaver,128,512,256,1.0,4.38,2.0,0,0,0,3
adder_5.txt,gmw,64,128,64,0.9999999999982899,0.56,0.88,0,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999982869,0.56,0.85,0,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999982037,0.56,0.88,0,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982817,0.98,1.36,0,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982888,1.02,0.99,0,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982817,1.02,1.01,0,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982834,1.95,1.28,0,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982809,1.99,1.24,0,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982812,1.91,1.3,0,0,0,0
adder_5.txt,gmw,128,128,64,1.0,0.98,1.18,0,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.02,1.3,0,0,0,0
adder_5.txt,gmw,128,128,64,1.0,0.97,1.24,0,0,0,0
adder_5.txt,gmw,128,256,128,1.0,1.92,1.43,0,0,0,0
adder_5.txt,gmw,128,256,128,1.0,1.83,1.43,0,0,0,0
adder_5.txt,gmw,128,256,128,1.0,1.95,1.42,0,0,0,0
adder_5.txt,gmw,128,512,256,1.0,3.49,2.05,0,0,0,0
adder_5.txt,gmw,128,512,256,1.0,3.49,2.0,0,0,0,0
adder_5.txt,gmw,128,512,256,1.0,3.49,2.03,0,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999978295,0.61,0.86,1,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999840825,0.63,0.91,1,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999967584,0.63,0.86,1,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982814,1.11,1.0,1,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982843,1.06,1.0,1,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982836,1.12,1.0,1,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982817,2.09,1.21,1,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982809,2.05,1.35,1,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982819,2.1,1.32,1,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.13,1.39,1,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.23,1.29,1,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.2,1.35,1,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.19,1.66,1,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.25,1.6,1,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.24,1.63,1,0,0,0
adder_5.txt,gmw,128,512,256,1.0,4.23,2.04,1,0,0,0
adder_5.txt,gmw,128,512,256,1.0,4.39,2.14,1,0,0,0
adder_5.txt,gmw,128,512,256,1.0,4.25,2.2,1,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999965318,0.67,0.93,2,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999554573,0.69,0.91,2,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999977283,0.66,0.93,2,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982824,1.34,1.12,2,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982807,1.23,1.09,2,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982819,1.25,1.1,2,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982798,2.55,1.37,2,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982805,2.53,1.32,2,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982798,2.46,1.31,2,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.23,1.4,2,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.32,1.35,2,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.29,1.32,2,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.44,1.67,2,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.43,1.64,2,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.43,1.64,2,0,0,0
adder_5.txt,gmw,128,512,256,1.0,4.96,2.22,2,0,0,0
adder_5.txt,gmw,128,512,256,1.0,4.81,2.21,2,0,0,0
adder_5.txt,gmw,128,512,256,1.0,4.77,2.28,2,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999982895,0.78,0.91,3,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999964458,0.76,0.93,3,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999958067,0.8,0.92,3,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982807,1.48,1.05,3,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982828,1.44,1.06,3,0,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982834,1.45,1.06,3,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982817,2.61,1.98,3,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982809,2.8,1.36,3,0,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982805,2.8,1.44,3,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.5,1.93,3,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.47,1.33,3,0,0,0
adder_5.txt,gmw,128,128,64,1.0,1.41,1.4,3,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.79,1.64,3,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.7,1.69,3,0,0,0
adder_5.txt,gmw,128,256,128,1.0,2.59,1.74,3,0,0,0
adder_5.txt,gmw,128,512,256,1.0,5.08,3.34,3,0,0,0
adder_5.txt,gmw,128,512,256,1.0,5.32,2.36,3,0,0,0
adder_5.txt,gmw,128,512,256,1.0,5.07,2.26,3,0,0,0
adder_5.txt,gmw,64,128,64,0.9999999999799393,0.6,0.9,0,1,0,0
adder_5.txt,gmw,64,128,64,0.9999999999963574,0.58,0.91,0,1,0,0
adder_5.txt,gmw,64,128,64,0.9999999999821946,0.6,0.88,0,1,0,0
adder_5.txt,gmw,64,256,128,0.9999999999981144,1.11,1.0,0,1,0,0
adder_5.txt,gmw,64,256,128,0.9999999999978239,1.05,1.06,0,1,0,0
adder_5.txt,gmw,64,256,128,0.9999999999982027,1.08,1.03,0,1,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982809,2.04,1.26,0,1,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982807,2.06,1.21,0,1,0,0
adder_5.txt,gmw,64,512,256,0.9999999999982807,1.95,1.26,0,1,0,0
adder_5.txt,gmw,128,128,64,1.0,1.06,1.25,0,1,0,0
adder_5.txt,gmw,128,128,64,1.0,1.1,1.31,0,1,0,0
adder_5.txt,gmw,128,128,64,1.0,1.42,1.32,0,1,0,0
adder_5.txt,gmw,128,256,128,1.0,1.93,1.53,0,1,0,0
adder_5.txt,gmw,128,256,128,1.0,1.93,1.59,0,1,0,0
adder_5.txt,gmw,128,256,128,1.0,2.1,1.52,0,1,0,0
adder_5.txt,gmw,128,512,256,1.0,3.77,1.98,0,1,0,0
adder_5.txt,gmw,128,512,256,1.0,5.81,2.77,0,1,0,0
adder_5.txt,gmw,128,512,256,1.0,3.71,2.01,0,1,0,0
adder_5.txt,gmw,64,128,64,0.9965490408198008,0.65,0.87,0,2,0,0
adder_5.txt,gmw,64,128,64,0.9916024740341474,0.58,1.23,0,2,0,0
adder_5.txt,gmw,64,128,64,0.9986648869143306,0.61,0.87,0,2,0,0
adder_5.txt,gmw,64,256,128,0.9999999799987165,1.13,1.04,0,2,0,0
adder_5.txt,gmw,64,256,128,0.999991036534438,1.09,0.98,0,2,0,0
adder_5.txt,gmw,64,256,128,0.9999900918241273,1.13,1.03,0,2,0,0
adder_5.txt,gmw,64,512,256,0.9999999481458285,2.06,1.22,0,2,0,0
